Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,1.0151718965130572,1.0320915677408002,1.0050202387655724,1.011788010597229,269568,0.0,0.0
1962-01-03,1.006711975332205,1.006711975332205,0.998252181727487,1.0016361474990845,184704,0.0,0.0
1962-01-04,1.0016360846425523,1.0100957971668734,0.9813326940346693,0.9897924065589905,229632,0.0,0.0
1962-01-05,0.9897925059257664,0.9914844486004872,0.9474936168596619,0.9644132852554321,340704,0.0,0.0
1962-01-08,0.9644130516551572,0.9644130516551572,0.9339577686889825,0.9627211093902588,386880,0.0,0.0
1962-01-09,0.9627209764270884,0.9762565126768579,0.9559529666537346,0.967796802520752,290784,0.0,0.0
1962-01-10,0.9677969667196279,0.9779486206293102,0.9644130820830672,0.972872793674469,244608,0.0,0.0
1962-01-11,0.9728728483124057,0.974564790725708,0.955953182530859,0.974564790725708,203424,0.0,0.0
1962-01-12,0.9745656772369805,0.9762576211893556,0.957646237713231,0.961030125617981,210912,0.0,0.0
1962-01-15,0.9627216763630304,0.9745652791923366,0.9627216763630304,0.9711813926696777,264576,0.0,0.0
1962-01-16,0.9711805749140471,0.9830242483202652,0.9644128075673398,0.9796403646469116,173472,0.0,0.0
1962-01-17,0.9779495784291538,0.9779495784291538,0.950878233174592,0.9576462507247925,267072,0.0,0.0
1962-01-18,0.9576451503334249,0.967796802520752,0.9559529666537346,0.967796802520752,184704,0.0,0.0
1962-01-19,0.9677967207081135,0.9762564301490784,0.9677967207081135,0.9762564301490784,165984,0.0,0.0
1962-01-22,0.9779483422607543,0.9914839575036494,0.9779483422607543,0.9796403646469116,177216,0.0,0.0
1962-01-23,0.9762576211893556,0.9762576211893556,0.957646237713231,0.961030125617981,284544,0.0,0.0
1962-01-24,0.9610289238939862,0.9830242483202652,0.9576450402206326,0.9796403646469116,199680,0.0,0.0
1962-01-25,0.9796406533424912,0.9864084226836288,0.9627211494401429,0.9694889187812805,198432,0.0,0.0
1962-01-26,0.9694888089660745,0.9711807511097105,0.9627210403915304,0.9661049246788025,126048,0.0,0.0
1962-01-29,0.9661048604895308,0.9711806865831943,0.9644129184583096,0.967796802520752,127296,0.0,0.0
1962-01-30,0.9796408259238011,0.9948683096239553,0.9796408259238011,0.9847166538238525,222144,0.0,0.0
1962-01-31,0.9847170632951532,1.0151721239089966,0.983025119958248,1.0151721239089966,234624,0.0,0.0
1962-02-01,1.015171307562939,1.0202471334919485,0.9982518072500864,1.0084035396575928,320736,0.0,0.0
1962-02-02,1.0084032889119219,1.0134791135787964,1.0016355226894222,1.0134791135787964,184704,0.0,0.0
1962-02-05,1.0117873605288856,1.0117873605288856,0.9948678612709045,0.9948678612709045,175968,0.0,0.0
1962-02-06,0.9982522898746791,1.0084040271902412,0.9982522898746791,1.0050201416015625,129792,0.0,0.0
1962-02-07,1.0050204638875662,1.0151721239089966,1.0016365772137559,1.0151721239089966,210912,0.0,0.0
1962-02-08,1.0151712715649854,1.0219390392303467,1.013479329648645,1.0219390392303467,219648,0.0,0.0
1962-02-09,1.021939412119541,1.021939412119541,1.00332804424881,1.0168635845184326,188448,0.0,0.0
